unix_ts,rate
1767020400,4.587373876
1767022200,9.058866469
1767024000,4.552844923
1767025800,9.080967550
1767027600,4.632909613
1767029400,8.697481744
1767031200,4.889367546
1767033000,8.858849546
1767034800,3.703242287
1767036600,6.663987285
1767038400,3.281461451
1767040200,6.070877423
1767042000,4.646132009
1767043800,8.256102331
1767045600,4.799534700
1767047400,9.210158104
1767049200,4.563949603
1767051000,8.636373385
1767052800,4.928282748
1767054600,8.784923848
1767056400,4.843442614
1767058200,9.233247407
1767060000,3.612886901
1767061800,6.714949041
1767063600,3.305175134
1767065400,6.361879778
1767067200,4.559957688
1767069000,8.253306125
1767070800,4.707699346
1767072600,8.759380309
1767074400,4.978110240
1767076200,8.766565489
1767078000,4.695922454
1767079800,8.923615472
1767081600,5.275769532
1767083400,9.722552046
1767085200,3.733435332
1767087000,7.149936436
1767088800,3.450793746
1767090600,6.420416871
1767092400,4.545503106
1767094200,8.766460994
1767096000,4.907478685
1767097800,9.252200353
1767099600,4.878823212
1767101400,9.368497554
1767103200,4.995619535
1767105000,9.599616180
1767106800,5.039554570
1767108600,9.901005619
1767110400,3.940603093
1767112200,7.118930577
1767114000,3.399411620
1767115800,6.318462524
1767117600,4.972104074
1767119400,8.450973018
1767121200,4.752973130
1767123000,9.577781506
1767124800,4.826629841
1767126600,8.931591111
1767128400,5.171533686
1767130200,9.767681561
1767132000,5.333541831
1767133800,10.012405823
1767135600,4.017961032
1767137400,7.292218730
1767139200,3.395320676
1767141000,6.211507092
1767142800,4.673712189
1767144600,9.187224041
1767146400,4.810865198
1767148200,9.525936482
1767150000,4.976094122
1767151800,9.747937655
1767153600,5.062161072
1767155400,9.407165850
1767157200,5.474140504
1767159000,9.507129173
1767160800,4.070194275
1767162600,7.284200916
1767164400,3.522686186
1767166200,6.634998723
1767168000,4.903608993
1767169800,9.420458647
1767171600,4.939703721
1767173400,9.348570669
1767175200,4.966723530
1767177000,9.653584373
1767178800,5.278874083
1767180600,9.763927910
1767182400,5.528563640
1767184200,9.802640977
1767186000,4.020501350
1767187800,7.535993431
1767189600,3.453418915
1767191400,6.709051721
1767193200,5.020415595
1767195000,9.194487449
1767196800,4.887261823
1767198600,9.562126633
1767200400,5.337334531
1767202200,9.523008027
1767204000,5.036103327
1767205800,9.864205197
1767207600,5.701772262
1767209400,10.465553519
1767211200,4.187650988
1767213000,7.299473787
1767214800,3.699687535
1767216600,6.354745461
1767218400,4.776294642
1767220200,9.226216425
1767222000,5.201427856
1767223800,9.500041865
1767225600,5.287335416
1767227400,10.291563822
1767229200,5.227378757
1767231000,9.786835848
1767232800,5.342232932
1767234600,10.120696760
1767236400,4.112074884
1767238200,8.008247453
1767240000,3.556580864
1767241800,6.587776051
1767243600,5.158921048
1767245400,9.804068027
1767247200,4.994369130
1767249000,9.519721376
1767250800,5.097196512
1767252600,9.489909089
1767254400,5.548839741
1767256200,9.911096287
1767258000,5.792313436
1767259800,10.450740271
1767261600,4.168955858
1767263400,7.826866841
1767265200,3.762888482
1767267000,6.794287044
1767268800,5.110407419
1767270600,9.814113930
1767272400,5.198017531
1767274200,9.851621443
1767276000,5.234933635
1767277800,10.063402727
1767279600,5.611211005
1767281400,10.166964888
1767283200,5.634417060
1767285000,10.890972783
1767286800,4.274610192
1767288600,8.035575103
1767290400,3.788686577
1767292200,6.620002802
1767294000,5.005336663
1767295800,10.162327402
1767297600,5.227964041
1767299400,9.655057422
1767301200,5.408198294
1767303000,10.283725005
1767304800,5.434264391
1767306600,10.494635065
1767308400,5.531720511
1767310200,10.398208198
1767312000,4.069163952
1767313800,8.165442331
1767315600,3.886033100
1767317400,6.823889429
1767319200,5.076264332
1767321000,9.414661086
1767322800,5.609101315
1767324600,10.436584467
1767326400,5.592589839
1767328200,10.357246118
1767330000,5.484853116
1767331800,10.487188312
1767333600,5.662786777
1767335400,11.003968729
1767337200,4.325899390
1767339000,8.048415632
1767340800,3.760863053
1767342600,7.111766111
1767344400,5.259498549
1767346200,10.314734565
1767348000,5.249968914
1767349800,9.990766797
1767351600,5.545159060
1767353400,10.444872863
1767355200,5.786334524
1767357000,10.313777058
1767358800,5.836572268
1767360600,10.690642188
1767362400,4.155534823
1767364200,8.143834188
1767366000,3.978396599
1767367800,7.135994917
1767369600,5.380317898
1767371400,9.742585113
1767373200,5.409159628
1767375000,9.939019872
1767376800,5.406601273
1767378600,10.728914229
1767380400,5.829756601
1767382200,10.276665257
1767384000,5.849687880
1767385800,11.329378525
1767387600,4.576905174
1767389400,7.953321844
1767391200,3.892553180
1767393000,7.404631973
1767394800,5.623522466
1767396600,10.343771084
1767398400,5.667897806
1767400200,10.819114933
1767402000,5.919065952
1767403800,11.190158258
1767405600,5.553751445
1767407400,11.062825338
1767409200,5.748002617
1767411000,10.692948646
1767412800,4.597783912
1767414600,8.300367607
1767416400,4.074086136
1767418200,7.627420162
1767420000,5.524360495
1767421800,10.477866965
1767423600,5.879035543
1767425400,10.220331338
1767427200,5.792358054
1767429000,11.170425529
1767430800,5.752408857
1767432600,10.389999706
1767434400,6.240000777
1767436200,11.805141362
1767438000,4.263422593
1767439800,8.382740721
1767441600,3.791839489
1767443400,7.534093383
1767445200,5.554843166
1767447000,9.977004186
1767448800,5.554431071
1767450600,11.043603736
1767452400,5.588525762
1767454200,11.237796836
1767456000,5.684325188
1767457800,10.499692828
1767459600,5.913533040
1767461400,11.069177271
1767463200,4.636748096
1767465000,8.474897262
1767466800,3.900678257
1767468600,7.614191878
1767470400,5.674645433
1767472200,10.207104500
1767474000,5.921102149
1767475800,10.393963026
1767477600,6.080174406
1767479400,11.277081185
1767481200,5.823256741
1767483000,10.551875315
1767484800,5.986491756
1767486600,11.487912822
1767488400,4.492785535
1767490200,8.497680733
1767492000,3.888872823
1767493800,7.418284979
1767495600,5.434113465
1767497400,10.628400774
1767499200,5.798444315
1767501000,11.284349143
1767502800,5.870474235
1767504600,11.349105551
1767506400,5.958215754
1767508200,10.789482812
1767510000,6.466180695
1767511800,11.896160994
1767513600,4.801513294
1767515400,8.990789125
1767517200,4.041193869
1767519000,7.346835985
1767520800,5.933702542
1767522600,10.214868330
1767524400,5.958811985
1767526200,10.767087252
1767528000,6.258409074
1767529800,11.329819792
1767531600,5.886600883
1767533400,11.575024423
1767535200,25.512358521
1767537000,12.006935904
1767538800,4.763786287
1767540600,8.648673335
1767542400,4.110501213
1767544200,7.424705692
1767546000,5.965322950
1767547800,10.626881117
1767549600,0.000000000
1767551400,11.271479169
1767553200,5.865457889
1767555000,11.652875277
1767556800,6.115980790
1767558600,11.618589075
1767560400,6.136530042
1767562200,11.941403916
1767564000,4.829129148
1767565800,7.154820096
1767567600,2.642080415
1767569400,3.643852905
1767571200,1.772997475
