unix_ts,rate
1767051000,5.975446649
1767052800,0.000000000
1767054600,0.000000000
1767056400,0.000000000
1767058200,0.000000000
1767060000,0.000000000
1767061800,0.000000000
1767063600,0.000000000
1767065400,0.000000000
1767067200,0.000000000
1767069000,6.380950513
1767070800,6.676770866
1767072600,6.655563814
1767074400,6.734144005
1767076200,7.182867050
1767078000,7.852504494
1767079800,8.494767236
1767081600,8.475780164
1767083400,9.318430948
1767085200,9.409656593
1767087000,10.107859973
1767088800,10.545417129
1767090600,10.321557298
1767092400,10.156784612
1767094200,10.864237521
1767096000,11.271479169
1767097800,11.675158003
1767099600,11.316100341
1767101400,11.007203358
1767103200,12.119530259
1767105000,11.352662878
1767106800,11.343074383
1767108600,11.297256793
1767110400,10.761858982
1767112200,11.010509163
1767114000,10.466884602
1767115800,10.701545885
1767117600,9.775088589
1767119400,9.365184263
1767121200,9.586186875
1767123000,8.927069506
1767124800,8.445777508
1767126600,8.343088155
1767128400,7.954958059
1767130200,7.279736687
1767132000,7.181817118
1767133800,6.785775423
1767135600,6.299275642
1767137400,5.919612732
1767139200,5.865457889
1767141000,5.721567134
1767142800,6.045503409
1767144600,5.934815560
1767146400,5.602834627
1767148200,5.957939115
1767150000,5.949310593
1767151800,6.110016846
1767153600,6.070014496
1767155400,6.220152396
1767157200,6.513302671
1767159000,7.113472942
1767160800,7.119934039
1767162600,7.738709225
1767164400,8.276187210
1767166200,8.481409595
1767168000,8.954490146
1767169800,9.314562937
1767171600,9.854511588
1767173400,10.314364406
1767175200,10.382784984
1767177000,10.659913928
1767178800,10.564108767
1767180600,11.522467485
1767182400,11.652875277
1767184200,11.822535709
1767186000,11.213947309
1767187800,11.546618845
1767189600,11.349028071
1767191400,11.484844575
1767193200,11.478938667
1767195000,11.839101447
1767196800,11.003754459
1767198600,10.964022475
1767200400,10.689745691
1767202200,10.241094660
1767204000,9.817417513
1767205800,10.117213823
1767207600,9.331665679
1767209400,8.961453116
1767211200,8.948877869
1767213000,8.015321358
1767214800,8.166073873
1767216600,7.635178151
1767218400,7.388803411
1767220200,7.161420160
1767222000,6.559152134
1767223800,6.129431474
1767225600,6.115980790
1767227400,5.881959244
1767229200,5.829513204
1767231000,5.685248508
1767232800,5.736130485
1767234600,5.800351495
1767236400,5.858480709
1767238200,6.082575416
1767240000,6.355852757
1767241800,6.590185082
1767243600,6.395624987
1767245400,6.750167867
1767247200,7.170645397
1767249000,7.782706718
1767250800,8.325713494
1767252600,8.602291820
1767254400,8.763080349
1767256200,8.917117618
1767258000,9.878263905
1767259800,10.333348221
1767261600,10.756714034
1767263400,10.610777355
1767265200,11.166918925
1767267000,11.085601517
1767268800,11.618589075
1767270600,11.295718586
1767272400,12.021600119
1767274200,11.227549097
1767276000,11.730657198
1767277800,12.369016346
1767279600,11.882053239
1767281400,11.699181608
1767283200,11.202221001
1767285000,10.952168994
1767286800,10.919067025
1767288600,10.880502026
1767290400,10.172701186
1767292200,9.720279987
1767294000,9.684363339
1767295800,8.767595905
1767297600,9.053204640
1767299400,8.427323225
1767301200,8.275699265
1767303000,7.330890485
1767304800,7.260073420
1767306600,6.560924433
1767308400,6.749244353
1767310200,6.124249896
1767312000,6.136530042
1767313800,6.013172323
1767315600,5.963834668
1767317400,6.128918840
1767319200,5.969458881
1767321000,5.834128195
1767322800,6.002562538
1767324600,6.343862848
1767326400,6.101731252
1767328200,6.792399949
1767330000,6.592218756
1767331800,7.353674053
1767333600,7.723203520
1767335400,7.927164532
1767337200,7.927672090
1767339000,8.855787154
1767340800,8.982450382
1767342600,9.582954626
1767344400,9.939295197
1767346200,9.940754689
1767348000,10.306785443
1767349800,11.169476066
1767351600,11.834922641
1767353400,11.136589845
1767355200,11.941403916
1767357000,12.178094547
1767358800,12.170902396
1767360600,12.218171707
1767362400,12.416460900
1767364200,12.586539958
1767366000,12.484147482
1767367800,11.930109016
1767369600,12.457054792
1767371400,11.581385744
1767373200,11.152621117
1767375000,10.614633630
1767376800,10.628563437
1767378600,9.987294892
1767380400,10.406739271
1767382200,9.931578462
1767384000,9.596542662
1767385800,8.376537976
1767387600,8.200900338
1767389400,8.078050498
1767391200,7.853692118
1767393000,6.922236018
1767394800,6.980441685
1767396600,6.443693494
1767398400,4.829129148
1767400200,4.561488192
1767402000,4.443442204
1767403800,4.542373095
1767405600,4.238045321
1767407400,4.387382001
1767409200,4.285851655
1767411000,4.485115774
1767412800,4.471787262
1767414600,4.557469997
1767416400,4.647971055
1767418200,4.937289833
1767420000,5.358774174
1767421800,5.215978006
1767423600,5.749483678
1767425400,5.811185477
1767427200,6.073659511
1767429000,6.264031745
1767430800,6.641165875
1767432600,6.530317800
1767434400,6.799403796
1767436200,6.940763190
1767438000,6.878307973
1767439800,6.971705149
1767441600,7.154820096
1767443400,7.277223030
1767445200,7.643600365
1767447000,7.076832002
1767448800,7.487536687
1767450600,6.918039362
1767452400,6.821322378
1767454200,7.097796091
1767456000,7.061866457
1767457800,6.710073199
1767459600,6.214459025
1767461400,6.396142925
1767463200,6.138390359
1767465000,5.738836375
1767466800,5.246848465
1767468600,5.012586658
1767470400,4.621572585
1767472200,4.542585977
1767474000,4.474194156
1767475800,3.917589780
1767477600,3.666761611
1767479400,3.741600139
1767481200,3.547910597
1767483000,3.349637770
1767484800,2.642080415
1767486600,2.605912253
1767488400,2.446819295
1767490200,2.434724982
1767492000,2.514158622
1767493800,2.372427045
1767495600,2.343387246
1767497400,2.467488857
1767499200,2.559845934
1767501000,2.563734775
1767502800,2.559618510
1767504600,2.590801895
1767506400,2.659172451
1767508200,2.792855610
1767510000,2.851433670
1767511800,2.962722394
1767513600,3.116687233
1767515400,3.449346176
1767517200,3.280181250
1767519000,3.423706620
1767520800,3.407920066
1767522600,3.585347936
1767524400,3.771936936
1767526200,3.761096492
1767528000,3.643852905
1767529800,3.721526834
1767531600,3.543835295
1767533400,3.531526138
1767535200,3.675983818
1767537000,3.542150654
1767538800,3.336560741
1767540600,3.461582360
1767542400,3.101241928
1767544200,3.002975770
1767546000,2.923989227
1767547800,2.750494785
1767549600,2.612867289
1767551400,2.656486175
1767553200,2.374429551
1767555000,2.275772275
1767556800,2.158768813
1767558600,1.966635999
1767560400,1.900416165
1767562200,1.661234662
1767564000,1.664798943
1767565800,1.499507368
1767567600,1.421694118
1767569400,1.336436571
1767571200,1.772997475
